"paper_id","topic_id","topic_title","title","authors","year","venue","citation_count","decision_label","relevance_score","decision_method","source_api","external_id","url","pdf_url","pdf_downloaded","pdf_path","parsed","abstract_preview"
"47","1","Federated Learning under Concept Drift: A Unified Perspective on Drift-Aware Learning in Distributed Non-Stationary Environments","Mitigating Concept Drift in Distributed Contexts with Dynamic Repository of Federated Models","E. Tsiporkova; Michiel De Vis; Sarah Klein; Anna Hristoskova; V. Boeva","2023","BigData Congress [Services Society]","1","direct","0.95","llm","semantic_scholar","9154dd441999cea8186c0da6dcd7717d771c9a7d","https://www.semanticscholar.org/paper/9154dd441999cea8186c0da6dcd7717d771c9a7d","https://bth.diva-portal.org/smash/get/diva2:1841268/FULLTEXT01","no","","yes","This paper proposes a novel federated learning methodology, called FedRepo, that copes with concept drift issues in a st"
"48","1","Federated Learning under Concept Drift: A Unified Perspective on Drift-Aware Learning in Distributed Non-Stationary Environments","Concept drift detection and adaptation for federated and continual learning","F. Casado; Dylan Lema; Marcos F. Criado; R. Iglesias; Carlos V. Regueiro; S. Barro","2021","Multimedia tools and applications","98","direct","1.0","llm","semantic_scholar","87dc85543e5705cb5798a878ab0b133e7fd6ba19","https://www.semanticscholar.org/paper/87dc85543e5705cb5798a878ab0b133e7fd6ba19","https://link.springer.com/content/pdf/10.1007/s11042-021-11219-x.pdf","no","","yes","Smart devices, such as smartphones, wearables, robots, and others, can collect vast amounts of data from their environme"
"49","1","Federated Learning under Concept Drift: A Unified Perspective on Drift-Aware Learning in Distributed Non-Stationary Environments","Towards Unsupervised Sudden Data Drift Detection in Federated Learning with Fuzzy Clustering","Morris Stallmann; Anna Wilbik; Gerhard Weiss","2024","IEEE International Conference on Fuzzy Systems","4","direct","0.95","llm","semantic_scholar","3782193e3c5514045ef50a32db031c509c633c0a","https://www.semanticscholar.org/paper/3782193e3c5514045ef50a32db031c509c633c0a","","no","","yes","Federated learning (FL) is a machine learning (ML) discipline that allows to train ML models on distributed data without"
"50","1","Federated Learning under Concept Drift: A Unified Perspective on Drift-Aware Learning in Distributed Non-Stationary Environments","Drift Detection and Adaptation for Federated Learning in IoT with Adaptive Device Management","Shuang Zhou; Shashank Shekhar; A. Chhokra; Abhishek Dubey; A. Gokhale","2024","BigData Congress [Services Society]","4","direct","0.95","llm","semantic_scholar","453aee6b7288a98fbe48fde93bbab609e34ee548","https://www.semanticscholar.org/paper/453aee6b7288a98fbe48fde93bbab609e34ee548","","no","","yes","Federated learning (FL) is a promising approach for edge/IoT-based distributed machine learning, where both privacy and "
"51","1","Federated Learning under Concept Drift: A Unified Perspective on Drift-Aware Learning in Distributed Non-Stationary Environments","A Semi-Supervised Active Learning Neural Network for Data Streams With Concept Drift","Botao Jiao; H. Gomes; Bing Xue; Yinan Guo; Mengjie Zhang","2025","IEEE Computational Intelligence Magazine","6","adjacent","0.6","llm","semantic_scholar","33968029ccd4ccdc29d053a36e9abe71163b1f6b","https://www.semanticscholar.org/paper/33968029ccd4ccdc29d053a36e9abe71163b1f6b","","no","","yes","Learning from data streams originating from non-stationary environments is vital for many real-world applications. A not"
"52","1","Federated Learning under Concept Drift: A Unified Perspective on Drift-Aware Learning in Distributed Non-Stationary Environments","Type-LDD: A Type-Driven Lite Concept Drift Detector for Data Streams","Hang Yu; Jinpeng Li; Jie Lu; Yiliao Song; Shaorong Xie; Guangquan Zhang","2024","IEEE Transactions on Knowledge and Data Engineering","24","adjacent","0.6","llm","semantic_scholar","6c704b37e615c7eb1eeec61de3d92225f6227b81","https://www.semanticscholar.org/paper/6c704b37e615c7eb1eeec61de3d92225f6227b81","","no","","yes","Concept drift is a phenomenon that the distribution of data streams changes with time. When this happens, model predicti"
"53","1","Federated Learning under Concept Drift: A Unified Perspective on Drift-Aware Learning in Distributed Non-Stationary Environments","Incremental Weighted Ensemble for Data Streams With Concept Drift","Botao Jiao; Yinan Guo; Cuie Yang; Jiayang Pu; Zhiji Zheng; Dunwei Gong","2024","IEEE Transactions on Artificial Intelligence","25","adjacent","0.7","llm","semantic_scholar","94940737807f2c7b20440e36ab011e104071af6a","https://www.semanticscholar.org/paper/94940737807f2c7b20440e36ab011e104071af6a","","no","","yes","As a popular strategy to tackle concept drift, chunk-based ensemble method adapts a new concept by adjusting the weights"
"54","1","Federated Learning under Concept Drift: A Unified Perspective on Drift-Aware Learning in Distributed Non-Stationary Environments","A benchmark and survey of fully unsupervised concept drift detectors on real-world data streams","Daniel Lukats; Oliver Zielinski; Axel Hahn; Frederic T. Stahl","2024","International Journal of Data Science and Analysis","22","adjacent","0.6","llm","semantic_scholar","b91f3bd48faddceaeff27b1509d5267aec9ab702","https://www.semanticscholar.org/paper/b91f3bd48faddceaeff27b1509d5267aec9ab702","https://doi.org/10.1007/s41060-024-00620-y","yes","storage\pdfs\topic_1\paper_54.pdf","yes","Concept drift detection techniques can be used to discover substantial changes of the patterns encoded in data streams i"
"55","1","Federated Learning under Concept Drift: A Unified Perspective on Drift-Aware Learning in Distributed Non-Stationary Environments","Online Machine Learning from Non-stationary Data Streams in the Presence of Concept Drift and Class Imbalance: A Systematic Review","A. S. Palli; J. Jaafar; Abdul Rehman Gilal; Aeshah Alsughayyir; Heitor Murilo Gomes; Abdullah M. Alshanqiti; Mazni Omar","2024","Journal of Information and Communication Technologies","12","adjacent","0.6","llm","semantic_scholar","a9e15d19088f0482bbeff3c06a2319b8fe20fe04","https://www.semanticscholar.org/paper/a9e15d19088f0482bbeff3c06a2319b8fe20fe04","https://e-journal.uum.edu.my/index.php/jict/article/download/20733/4212","yes","storage\pdfs\topic_1\paper_55.pdf","yes","In IoT environment applications generate continuous non-stationary data streams with in-built problems of concept drift "
"56","1","Federated Learning under Concept Drift: A Unified Perspective on Drift-Aware Learning in Distributed Non-Stationary Environments","An ensemble learning method with GAN-based sampling and consistency check for anomaly detection of imbalanced data streams with concept drift","Yansong Liu; Shuang Wang; He Sui; Li Zhu","2024","PLoS ONE","11","adjacent","0.6","llm","semantic_scholar","f23607bd8ec5ecdea84061023256a953a59bcb81","https://www.semanticscholar.org/paper/f23607bd8ec5ecdea84061023256a953a59bcb81","https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0292140&type=printable","yes","storage\pdfs\topic_1\paper_56.pdf","yes","A challenge to many real-world data streams is imbalance with concept drift, which is one of the most critical tasks in "
"57","1","Federated Learning under Concept Drift: A Unified Perspective on Drift-Aware Learning in Distributed Non-Stationary Environments","A comprehensive ensemble classification techniques detecting and managing concept drift in dynamic imbalanced data streams","K. A. M. Junaid; D. Paulraj; T. Sethukarasi","2024","Wireless networks","6","exclude","0.0","rule","semantic_scholar","2925f6e3e5f35e0ccfbbea0618158f838a22d822","https://www.semanticscholar.org/paper/2925f6e3e5f35e0ccfbbea0618158f838a22d822","","no","","no",""
"58","1","Federated Learning under Concept Drift: A Unified Perspective on Drift-Aware Learning in Distributed Non-Stationary Environments","A novel framework for concept drift detection using autoencoders for classification problems in data streams","Usman Ali; Tariq Mahmood","2024","International Journal of Machine Learning and Cybernetics","9","exclude","0.0","rule","semantic_scholar","cdb0e16100ae2ca71354db252fb2ee9023ec5b01","https://www.semanticscholar.org/paper/cdb0e16100ae2ca71354db252fb2ee9023ec5b01","","no","","no",""
"59","1","Federated Learning under Concept Drift: A Unified Perspective on Drift-Aware Learning in Distributed Non-Stationary Environments","QuadCDD: A Quadruple-based Approach for Understanding Concept Drift in Data Streams","Pingfan Wang; Hang Yu; Nanlin Jin; Duncan Davies; W. Woo","2024","Expert systems with applications","21","exclude","0.0","rule","semantic_scholar","f4bcc290cb4a8ff270a5f2cfab785ee427541599","https://www.semanticscholar.org/paper/f4bcc290cb4a8ff270a5f2cfab785ee427541599","https://doi.org/10.1016/j.eswa.2023.122114","no","","no",""
"60","1","Federated Learning under Concept Drift: A Unified Perspective on Drift-Aware Learning in Distributed Non-Stationary Environments","A Lightweight Concept Drift Detection and Adaptation Framework for IoT Data Streams","Li Yang; A. Shami","2021","IEEE Internet of Things Magazine","146","adjacent","0.6","llm","semantic_scholar","fc1f671ba8d5f4a05e06535fef1c943fc8eadace","https://www.semanticscholar.org/paper/fc1f671ba8d5f4a05e06535fef1c943fc8eadace","https://arxiv.org/pdf/2104.10529","yes","storage\pdfs\topic_1\paper_60.pdf","yes","In recent years, with the increasing popularity of “Smart Technology”, the number of Internet of Things (IoT) devices an"
"61","1","Federated Learning under Concept Drift: A Unified Perspective on Drift-Aware Learning in Distributed Non-Stationary Environments","A dynamic similarity weighted evolving fuzzy system for concept drift of data streams","Haoli Li; Tao Zhao","2024","Information Sciences","16","exclude","0.0","rule","semantic_scholar","267041ec915fb5c901d153aa71271df9174889ee","https://www.semanticscholar.org/paper/267041ec915fb5c901d153aa71271df9174889ee","","no","","no",""
"62","1","Federated Learning under Concept Drift: A Unified Perspective on Drift-Aware Learning in Distributed Non-Stationary Environments","Classification of Concept Drift Data Streams","E. Padmalatha; C. Reddy; B. Rani","2014","International Conference on Information Science and Applications","5","exclude","0.0","rule","semantic_scholar","a453feb7c3eee38ba7d38ba196fa00d8fc647588","https://www.semanticscholar.org/paper/a453feb7c3eee38ba7d38ba196fa00d8fc647588","","no","","no",""
"63","1","Federated Learning under Concept Drift: A Unified Perspective on Drift-Aware Learning in Distributed Non-Stationary Environments","Dynamic Ensemble Selection for Imbalanced Data Streams With Concept Drift","Botao Jiao; Yinan Guo; Dunwei Gong; Qiuju Chen","2022","IEEE Transactions on Neural Networks and Learning Systems","82","adjacent","0.6","llm","semantic_scholar","1bcdda87bbda1afa15f34ff77390148e0bd0d357","https://www.semanticscholar.org/paper/1bcdda87bbda1afa15f34ff77390148e0bd0d357","","no","","yes","Ensemble learning, as a popular method to tackle concept drift in data stream, forms a combination of base classifiers a"
"64","1","Federated Learning under Concept Drift: A Unified Perspective on Drift-Aware Learning in Distributed Non-Stationary Environments","A comprehensive analysis of concept drift locality in data streams","G. J. Aguiar; Alberto Cano","2023","Knowledge-Based Systems","23","adjacent","0.6","llm","semantic_scholar","53c588e3d28fe2036d3d1213a1e725ae901fdaad","https://www.semanticscholar.org/paper/53c588e3d28fe2036d3d1213a1e725ae901fdaad","https://arxiv.org/pdf/2311.06396","yes","storage\pdfs\topic_1\paper_64.pdf","yes","Adapting to drifting data streams is a significant challenge in online learning. Concept drift must be detected for effe"
"65","1","Federated Learning under Concept Drift: A Unified Perspective on Drift-Aware Learning in Distributed Non-Stationary Environments","Unsupervised concept drift detection for multi-label data streams","E. Gulcan; F. Can","2022","Artificial Intelligence Review","53","exclude","0.0","rule","semantic_scholar","b95ef07561ccfbb600de3c4168c8e9721e17af56","https://www.semanticscholar.org/paper/b95ef07561ccfbb600de3c4168c8e9721e17af56","http://repository.bilkent.edu.tr/bitstream/11693/111506/1/Unsupervised_concept_drift_detection_for_multi-label_data_streams.pdf","no","","no",""
"66","1","Federated Learning under Concept Drift: A Unified Perspective on Drift-Aware Learning in Distributed Non-Stationary Environments","Combining Diverse Meta-Features to Accurately Identify Recurring Concept Drift in Data Streams","B. Halstead; Yun Sing Koh; Patricia J. Riddle; Mykola Pechenizkiy; A. Bifet","2023","ACM Transactions on Knowledge Discovery from Data","20","adjacent","0.6","llm","semantic_scholar","c4add496e8035a836f8e5a93d4c52f23b024abf5","https://www.semanticscholar.org/paper/c4add496e8035a836f8e5a93d4c52f23b024abf5","https://doi.org/10.1145/3587098","no","","yes","Learning from streaming data is challenging as the distribution of incoming data may change over time, a phenomenon know"
"67","1","Federated Learning under Concept Drift: A Unified Perspective on Drift-Aware Learning in Distributed Non-Stationary Environments","PWPAE: An Ensemble Framework for Concept Drift Adaptation in IoT Data Streams","Li Yang; D. Manias; A. Shami","2021","Global Communications Conference","76","adjacent","0.6","llm","semantic_scholar","2a63831d9614579285e4514c843944fcb62eb69d","https://www.semanticscholar.org/paper/2a63831d9614579285e4514c843944fcb62eb69d","https://arxiv.org/pdf/2109.05013","yes","storage\pdfs\topic_1\paper_67.pdf","yes","As the number of Internet of Things (IoT) devices and systems have surged, IoT data analytics techniques have been devel"
"68","1","Federated Learning under Concept Drift: A Unified Perspective on Drift-Aware Learning in Distributed Non-Stationary Environments","Intrusion detection in the IoT data streams using concept drift localization","Renjie Chu; Peiyuan Jin; Hanli Qiao; Quanxi Feng","2023","AIMS Mathematics","9","adjacent","0.6","llm","semantic_scholar","2988ad949f13875a9a781ed22f12ada19e7f981d","https://www.semanticscholar.org/paper/2988ad949f13875a9a781ed22f12ada19e7f981d","https://doi.org/10.3934/math.2024076","yes","storage\pdfs\topic_1\paper_68.pdf","yes","With the widespread application of smart devices, the security of internet of things (IoT) systems faces entirely new ch"
